48fb5b51aa5fe0b6ac5057cbb54347f2,1, MCD Application Team
c0154f3c1c1a5a75cb449c79c8f41cba,1, MCD Application Team
4ef5bcd761fa13cb5e7759f725a700ed,1, MCD Application Team
0eb870ba257c26cf3957d0f6c2014133,1, MCD Application Team
e8981379a213eed3eeec41f24c6e48c1,1, MCD Application Team
0fcf5d06c655e1c7212291e0bb6cef60,1, MCD Application Team
cc4969cb3d2af7f887dc3cb9deae42d8,1, MCD Application Team
6d1d964e251511dde216a69bcd8a57bc,1, MCD Application Team
cbe95c307ede4dd6ebdf3807673ec09b,1, MCD Application Team
7d289aa6bbf2a4f3bfaf4c700a58712f,1, MCD Application Team
f0f557c2f3bca3db0fd6181d9a96621d,1, MCD Application Team
79bec80df41cb376456e3d0935ed1c40,1,(C)ChaN; 2014          /
2f0d32552fb15a91768d3a860ea58c5e,1,Copyright (C) 2017; ChaN; all right reserved.
6a64c24add16e5363f44212a0275704a,1,(C)ChaN; 2017        */
b0dd69d74704d4a10c6ee64e888628f7,1,Copyright (C) 2017; ChaN; all right reserved.
f846a9c178f138d993cec0b8d14218d3,1,Copyright (C) 2017; ChaN; all right reserved.
bf69426a322a7bd1492785bacbf014fa,1, MCD Application Team
ad6888e031942b21afeb7702accec0a1,1,(C)ChaN; 2014                                                          */
3ad5b3de3fca85983b14a63be9cfabb1,1,(C)ChaN; 2015            */
cb84838b61159e1619eeb8c5df60167f,1,(C)ChaN; 2015              */
30dfe95c850a6e45e4516b69187f3778,1,(C)ChaN; 2015              */
d8f79e8685bb80c3e00cde11f4b75400,1,(C)ChaN; 2015              */
0ce6357d8c708d7c08a206b9ddff78bf,1,(C)ChaN; 2015              */
b18d60847c25cd188826c213efe04eeb,1, MCD Application Team
1d74abaf4400344b94d2031ef270294e,1, MCD Application Team
2a812f9c49a40341316de88d84d99918,1, MCD Application Team
5749ef9a381c4fdf5779455135b5f8d2,1, MCD Application Team
ec3c86382f90183f1c2c2d5ba8c44583,1, MCD Application Team
7c625b091a92aac016fa4bc43f98b8da,1, MCD Application Team
a945b20d2ec5dba28d5adcc82f290546,1, MCD Application Team
5f90383e07ad8c2d721b0d144610aeb5,1, MCD Application Team
65bb7ffaf60ee1c9ef604d914a95f02b,1, MCD Application Team
4ff975697dfb0888da8eb24a77b670c9,1, MCD Application Team
19fc6105c6026791bedb9f52de1f8c58,1, MCD Application Team
2305d8ec6c42d06381d7ad31c0fa005a,1, MCD Application Team
92f1df982547693a4a5607e2e989a829,1, MCD Application Team
14d2b207af8ee6968e019f5a9e015f29,1, MCD Application Team
fef5d49ce228521fb6a8fd46f590199a,1, MCD Application Team
9bc938c1724303d20930ee3372309350,1, MCD Application Team
604a6212ee9a69598d3e848463405f3f,1, MCD Application Team
4c78d8e6db8748ab90199895767857f2,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
630234d690a8c6ecea4e4b6db3bba543,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
12dc8febcf42cf47d21cb703bf60fcbf,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
20fe099dc28399dfa2215749683ce5ee,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
0a9dbd83eeeb7758a626eb42561f703d,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
9dde6309b29c1761bb00e90e16d94439,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
b7bb7604b23984ee58149e851598e7fb,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
a4228a589f85a474633934b4765ef4b4,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
6f76affe7f3c102b42fae48b84564a49,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
d789b21aed3d819d5b4c25a6cb54005b,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
3134ad912cd7b4d155d138db3d2b3f77,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
5fd77bad595782d66ff9acd907773be8,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
98ce84402f8ad3514e41e437aada87b0,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
9dde6309b29c1761bb00e90e16d94439,1,Copyright (C) 2017 Amazon.com; Inc. or its affiliates.  All Rights Reserved.
